Nome;"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Marca Antena";CEP;Endereco;Numero;Bairro;Cidade;ODU;BUC;"Marca Antena"
SES-SADO-3592;20;55;19;42;50;08;patriot;36530-000;"Rua 21 de Abril";" 19 ";Fundos;"SÃO GERALDO";"SL 4033";;
SES-SARO-3591;15;20;29;42;37;09;skyware;39538-000;"Praça Nazário Antunes";" 28";;"SANTO ANTÔNIO DO RETIRO";"SL 4033";;
SES-MOMA-3557;15;10;03;42;30;10;patriot;39547000;"Avenida Augusto Sá";" 459";;MONTEZUMA;"SL 4033";;
SES-PADO-3569;20;52;26;42;58;39;patriot;36544-000;"Rua Capitão Martinho";" s/n";;"PAULA CÂNDIDO";"SL 4033";;
SES-DOOS-3502;;;;;;;;36213-000;"Rua Sebastião Rezende";" 725";;"DORES DE CAMPOS";;;
SES-LADA-3512;20;54;43;44;04;13;skyware;36345-000;"Praça João Paulo II";" 101";;"LAGOA DOURADA";"SL 4033";;
SES-MATA-3485;17;50;37;42;04;37;patriot;39690-000;"Praça Pio XII";" 137 ";" Centro";MALACACHETA;"SL 4033";;
SES-PEIS-3573;19;13;56;47;28;17;patriot;38178-000;"Av. Josefina Ferreira dos Santos";" n 108";;PEDRINÓPOLIS;"SL 4033";;
SES-PIRA-3470;17;21;08;44;55;19;skyware;39270-000;"Rua Rosiria Amorim Guerra";" 450";;PIRAPORA;"SL 4035";;
SES-PIRA-3465;17;19;29;44;55;18;skyware;39270-000;"Rua Zizinha de Carvalho";" 500";;PIRAPORA;"SL 4033";;
SES-PIRA-3466;17;20;53;44;55;06;skyware;39270-000;"Rua 22";" 55";;PIRAPORA;"SL 4035";;
SES-RIIS-3539;21;01;44;44;19;37;patriot;36335-000;"Rua Dr";" João Ribeiro de Sousa";;RITÁPOLIS;"SL 4033";;
